ccn,cares_provider_orig,cares_city_orig,cares_state_orig
050336,LODI MEMORIAL HOSPITAL ASSOCIATION INC,LODI,CA
050342,PIONEERS MEMORIAL HOSPITAL (AKA PIONEERS MEMORIAL HEALTHCARE DISTRICT),BRAWLEY,CA
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,BRAWLEY,CA
050348,UC IRVINE MEDICAL CENTER (AKA UCI HEALTH),ORANGE,CA
050348,UNIVERSITY OF CALIFORNIA IRVINE,ANAHEIM,CA
050350,BEVERLY HOSPITAL - CALIFORNIA,MONTEBELLO,CA
050350,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,MONTEBELLO,CA
050351,TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,CA
050352,BARTON HEALTHCARE SYSTEM,SOUTH LAKE TAHOE,CA
050353,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,TORRANCE,CA
050357,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,CA
050360,MARIN GENERAL HOSPITAL,GREENBRAE,CA
050367,NORTHBAY HEALTHCARE GROUP,FAIRFIELD,CA
050373,COUNTY OF LOS ANGELES,COMMERCE,CA
050376,HARBOR - UCLA MEDICAL CENTER,TORRANCE,CA
050378,PACIFICA OF THE VALLEY CORPORATION,SUN VALLEY,CA
050380,"GOOD SAMARITAN HOSPITAL, L.P.",SAN JOSE,CA
050382,EMANATE HEALTH MEDICAL CENTER,COVINA,CA
050390,HEMET VALLEY MEDICAL CENTER,HEMET,CA
050390,PHYSICIANS FOR HEALTHY HOSPITALS INC,HEMET,CA
050393,PIH HEALTH HOSPITAL - DOWNEY (FKA DOWNEY REGIONAL MEDICAL CENTER AND DOWNEY MEDICAL GROUP),DOWNEY,CA
050393,PIH HEALTH HOSPITAL DOWNEY,DOWNEY,CA
050394,COMMUNITY MEMORIAL HEALTH SYSTEM,VENTURA,CA
050396,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,CA
050407,CHINESE HOSPITAL ASSOCIATION,SAN FRANCISCO,CA
050414,DIGNITY HEALTH,LAS VEGAS,NV
050417,SUTTER COAST HOSPITAL,ROSEVILLE,CA
050423,PALO VERDE HEALTH CARE DISTRICT,BLYTHE,CA
050424,SCRIPPS HEALTH,SAN DIEGO,CA
050426,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,CA
050426,PRIME HEALTHCARE ANAHEIM LLC,ANAHEIM,CA
050438,HUNTINGTON HOSPITAL (FKA HUNTINGTON MEMORIAL HOSPITAL),PASADENA,CA
050438,"PASADENA HOSPITAL ASSOCIATION, LTD.",PASADENA,CA
050441,STANFORD HEALTH CARE,PALO ALTO,CA
050444,DIGNITY HEALTH,LAS VEGAS,NV
050454,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SAN FRANCISCO,CA
050455,SAN JOAQUIN COMMUNITY HOSPITAL,BAKERSFIELD,CA
050457,"SAINT MARY'S HOSPITAL, INC.",WATERBURY,CT
050464,DOCTORS MEDICAL CENTER OF MODESTO INC,DALLAS,TX
050468,MEMORIAL HOSPITAL OF GARDENA,GARDENA,CA
050468,"GARDENA HOSPITAL, L.P.",EL SEGUNDO,CA
050471,PIH HEALTH GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA
050471,GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,WEST HILLS,CA
050481,WEST HILLS HOSPITAL,WEST HILLS,CA
050485,LONG BEACH MEMORIAL MEDICAL,LONG BEACH,CA
050488,SUTTER BAY HOSPITALS,ROSEVILLE,CA
050496,JOHN MUIR HEALTH,WALNUT CREEK,CA
050498,SUTTER VALLEY HOSPITALS,ROSEVILLE,CA
050503,SCRIPPS HEALTH,SAN DIEGO,CA
050506,"SIERRA VISTA HOSPITAL, INC.",DALLAS,TX
050516,DIGNITY HEALTH,LAS VEGAS,NV
050517,VICTOR VALLEY HOSPITAL ACQUISITION INC,VICTORVILLE,CA
050523,SUTTER BAY HOSPITALS,ROSEVILLE,CA
050526,HUNTINGTON BEACH HOSPITAL,HUNTINGTON BEACH,CA
050526,PRIME HEALTHCARE HUNTINGTON BEACH LLC,HUNTINGTON BEACH,CA
050528,SUTTER VALLEY HOSPITALS,ROSEVILLE,CA
050534,JFK MEMORIAL HOSPITAL,INDIO,CA
050534,"JFK MEMORIAL HOSPITAL, INC.",DALLAS,TX
050537,SUTTER VALLEY HOSPITALS,ROSEVILLE,CA
050549,LOS ROBLES REGIONAL MEDICAL CENTER,THOUSAND OAKS,CA
050551,"LOS ALAMITOS MEDICAL CENTER, INC.",DALLAS,TX
050557,SUTTER VALLEY HOSPITALS,ROSEVILLE,CA
050567,MISSION HOSPITAL REGIONAL MEDICAL CENTER,MISSION VIEJO,CA
050568,MADERA COMMUNITY HOSPITAL,MADERA,CA
050570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,DALLAS,TX
050573,EISENHOWER HEALTH (FKA EISENHOWER MEDICAL CENTER),RANCHO MIRAGE,CA
050573,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,CA
050580,PRIME HEALTHCARE LA PALMA LLC,LA PALMA,CA
050581,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA
050581,"LAKEWOOD REGIONAL MEDICAL CENTER, INC.",DALLAS,TX
050586,CHINO VALLEY MEDICAL CENTER,CHINO,CA
050586,"VERITAS HEALTH SERVICES, INC.",CHINO,CA
050588,PRIME HEALTHCARE SERVICES - SAN DIMAS LLC,SAN DIMAS,CA
050589,"PLACENTIA LINDA HOSPITAL, INC.",DALLAS,TX
050590,DIGNITY COMMUNITY CARE,WOODLAND,CA
050597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,COVINA,CA
050599,REGENTS OF THE UNIVERSITY OF CALIFORNIA,SACRAMENTO,CA
050603,SADDLEBACK MEMORIAL MEDICAL CENTER,LAGUNA HILLS,CA
050608,CENTRAL CALIFORNIA FOUNDATION FOR HEALTH,DELANO,CA
050616,DIGNITY HEALTH,LAS VEGAS,NV
050624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,VALENCIA,CA
050625,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA
050633,"TWIN CITIES COMMUNITY HOSPITAL, INC.",DALLAS,TX
050636,PALOMAR HEALTH,ESCONDIDO,CA
050641,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA
050641,ELADH LP,EL SEGUNDO,CA
050663,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA
050663,NORWALK COMMUNITY HOSPITAL,NORWALK,CA
050663,"ALTA LOS ANGELES HOSPITALS, INC.",LOS ANGELES,CA
050678,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,CA
050684,PHYSICIANS FOR HEALTHY HOSPITALS INC,HEMET,CA
050689,"SAN RAMON REGIONAL MEDICAL CENTER, LLC",DALLAS,TX
050696,LAC & USC MEDICAL CENTER,LOS ANGELES,CA
050696,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA
050701,UNIVERSAL HEALTH SERVICES OF RANCHO SPRINGS INC,MURRIETA,CA
050704,MISSION COMMUNITY HOSPITAL,PANORAMA CITY,CA
050704,DEANCO HEALTHCARE LLC,PANORAMA CITY,CA
050709,DESERT VALLEY HOSPITAL INC,VICTORVILLE,CA
050724,"HEART HOSPITAL OF BK, LLC",BAKERSFIELD,CA
050727,LONG BEACH MEDICAL CENTER (FKA LONG BEACH MEMORIAL MEDICAL CENTER),LONG BEACH,CA
050735,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA
050735,AHMC WHITTIER HOSPITAL MEDICAL,ALHAMBRA,CA
050736,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA
050736,AHMC MONTEREY PARK HOSPITAL LP,ALHAMBRA,CA
050737,AHMC GARFIELD MEDICAL CENTER LP,ALHAMBRA,CA
050738,AHMC GREATER EL MONTE COMMUNITY,ALHAMBRA,CA
050739,CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA
050739,PRIME HEALTHCARE CENTINELA LLC,INGLEWOOD,CA
050740,CEDARS-SINAI MARINA DEL REY HOSPITAL,MARINA DEL REY,CA
050740,"CFHS HOLDINGS, INC.",MARINA DEL REY,CA
050742,OLYMPIA MEDICAL CENTER,LOS ANGELES,CA
050742,OLYMPIA HEALTH CARE LLC,LOS ANGELES,CA
050744,ANAHEIM GLOBAL MEDICAL CENTER INC,SANTA ANA,CA
050745,CHAPMAN GLOBAL MEDICAL CENTER INC,SANTA ANA,CA
050746,ORANGE COUNTY GLOBAL MEDICAL CENTER INC,SANTA ANA,CA
050747,SOUTH COAST GLOBAL MEDICAL CENTER INC,SANTA ANA,CA
050752,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY (FKA HOLLYWOOD COMMUNITY HOSPITAL AT BROTMAN MEDICAL CENTER),CULVER CITY,CA
050755,SHERMAN OAKS HOSPITAL,SHERMAN OAKS,CA
050755,"PRIME HEALTHCARE SERVICES-SHERMAN OAKS, LLC",SHERMAN OAKS,CA
050757,"ALVARADO HOSPITAL, LLC",SAN DIEGO,CA
050758,PRIME HEALTHCARE SERVICES MONTCLAIR LLC,MONTCLAIR,CA
050761,PROVIDENCE HEALTH SYSTEM-SOUTHERN CALIFORNIA,TARZANA,CA
050763,LA DOWNTOWN MEDICAL CENTER LLC,LOS ANGELES,CA
050764,PRIME HEALTHCARE SERVICES - SHASTA LLC,ONTARIO,CA
050770,LOMA LINDA UNIVERSITY MEDICAL CENTER MURRIETA,MURRIETA,CA
050771,COAST PLAZA HOSPITAL,NORWALK,CA
050771,CPH HOSPITAL MANAGEMENT LLC,SANTA FE SPRINGS,CA
050775,"TEMECULA VALLEY HOSPITAL, INC.",TEMECULA,CA
050776,CHLB LLC,LONG BEACH,CA
050779,MARTIN LUTHER KING JR COMMUNITY HOSPITAL,LOS ANGELES,CA
051810,HENNEPIN COUNTY MEDICAL CENTER (AKA HENNEPIN HEALTHCARE),MINNEAPOLIS,MN
052360,ESKENAZI HEALTH (AKA SIDNEY & LOIS ESKENAZI HOSPITAL),INDIANAPOLIS,IN
054089,JEWISH HOME & REHAB CENTER (AKA SAN FRANCISCO CAMPUS FOR JEWISH LIVING),SAN FRANCISCO,CA
060001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO
060001,NORTH COLORADO MEDICAL CENTER,PHOENIX,AZ
060003,LONGMONT UNITED HOSPITAL,CENTENNIAL,CO
060004,PLATTE VALLEY MEDICAL CENTER,BRIGHTON,CO
060004,BRIGHTON COMMUNITY HOSPITAL ASSOCIATION,BROOMFIELD,CO
060006,MONTROSE MEMORIAL HOSPITAL,MONTROSE,CO
060006,"MONTROSE MEMORIAL HOSPITAL, INC",MONTROSE,CO
060008,LUTHERAN HOSPITAL ASSOCIATION OF THE SAN LUIS VALLEY,LA JARA,CO
060009,LUTHERAN MEDICAL CENTER (FKA EXEMPLA LUTHERAN MEDICAL CENTER),WHEAT RIDGE,CO
060009,SCL HEALTH FRONT RANGE INC,WHEAT RIDGE,CO
060010,POUDRE VALLEY HEALTH CARE INC,FORT COLLINS,CO
060011,DENVER HEALTH AND HOSPITAL AUTHORITY,DENVER,CO
060012,CATHOLIC HEALTH INITIATIVES COLORADO,DURANGO,CO
060013,CATHOLIC HEALTH INITIATIVES COLORADO,DURANGO,CO
060014,HCA HEALTHONE LLC,DENVER,CO
060015,ST ANTHONY HOSPITAL,LAKEWOOD,CO
060015,SAINT ANTHONY HOSPITAL,CHICAGO,IL
060022,UCH-MHS,COLORADO SPRINGS,CO
060023,ST MARYS HOSPITAL AND MEDICAL CENTER INC,GRAND JUNCTION,CO
060024,UCHEALTH UNIVERSITY OF COLORADO HOSPITAL,AURORA,CO
060024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,AURORA,CO
060028,SAINT JOSEPH HOSPITAL (FKA EXEMPLA ST JOSEPH HOSPITAL),DENVER,CO
060028,"SAINT JOSEPH HOSPITAL, INC",DENVER,CO
060030,MCKEE MEDICAL CENTER,PHOENIX,AZ
060031,CATHOLIC HEALTH INITIATIVES COLORADO,DURANGO,CO
060032,ROSE MEDICAL CENTER,DENVER,CO
060032,HCA HEALTHONE LLC,DENVER,CO
060034,SWEDISH MEDICAL CENTER,ENGLEWOOD,CO
060034,HCA HEALTHONE LLC,DENVER,CO
060044,COLORADO PLAINS MEDICAL CENTER,FORT MORGAN,CO
060044,PHC-FORT MORGAN INC,FORT MORGAN,CO
060049,YAMPA VALLEY MEDICAL CENTER,DENVER,CO
060054,COLORADO WEST HEALTHCARE SYSTEM,GRAND JUNCTION,CO
060064,PORTER ADVENTIST HOSPITAL,DENVER,CO
060064,PORTERCARE ADVENTIST HEALTH SYSTEM,CENTENNIAL,CO
060065,NORTH SUBURBAN MEDICAL CENTER,THORNTON,CO
060065,HCA HEALTHONE LLC,DENVER,CO
060071,DELTA COUNTY MEMORIAL HOSPITAL,DELTA,CO
060075,VALLEY VIEW HOSPITAL ASSOCIATION,GLENWOOD SPRINGS,CO
060076,STERLING REGIONAL MEDCENTER,STERLING,CO
060076,STERLING REGIONAL MEDCENTER,PHOENIX,AZ
060096,VAIL HEALTH (FKA VAIL VALLEY MEDICAL CENTER),VAIL,CO
060096,VAIL CLINIC INC,VAIL,CO
060100,THE MEDICAL CENTER OF AURORA - MAIN CAMPUS,AURORA,CO
060100,HCA HEALTHONE LLC,DENVER,CO
060103,PORTERCARE ADVENTIST HEALTH SYSTEM,CENTENNIAL,CO
060104,ST ANTHONY NORTH HEALTH CAMPUS,WESTMINSTER,CO
060104,CATHOLIC HEALTH INITIATIVES COLORADO,DURANGO,CO
060107,DENVER HEALTH MAIN CAMPUS,DENVER,CO
060112,HCA HEALTHONE LLC,DENVER,CO
060113,LITTLETON ADVENTIST HOSPITAL,LITTLETON,CO
060113,PORTERCARE ADVENTIST HEALTH SYSTEM,CENTENNIAL,CO
060114,PARKER ADVENTIST HOSPITAL,PARKER,CO
060114,PORTERCARE ADVENTIST HEALTH SYSTEM,CENTENNIAL,CO
060116,GOOD SAMARITAN MEDICAL CENTER (FKA EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC),LAFAYETTE,CO
060116,"GOOD SAMARITAN MEDICAL CENTER, LLC",LAFAYETTE,CO
060118,ST ANTHONY SUMMIT MEDICAL CENTER,FRISCO,CO
060118,CATHOLIC HEALTH INITIATIVES COLORADO,DURANGO,CO
060119,UCHEALTH MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO
060119,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO
060121,NORTHERN COLORADO LONG TERM ACUTE HOSPITAL,JOHNSTOWN,CO
060125,CASTLE ROCK ADVENTIST HOSPITAL,CASTLE ROCK,CO
060125,PORTERCARE ADVENTIST HEALTH SYSTEM,CENTENNIAL,CO
060128,UCHEALTH LONGS PEAK HOSPITAL,LONGMONT,CO
061303,EAST MORGAN COUNTY HOSPITAL,BRUSH,CO
061317,ZUNI COMPREHENSIVE HEALTH CENTER,ZUNI,NM
061320,GUNNISON VALLEY HEALTH,GUNNISON,CO
070002,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,HARTFORD,CT
070003,"DAY KIMBALL HEALTHCARE, INC.",PUTNAM,CT
070004,SHARON HOSPITAL,SHARON,CT
070004,VASSAR HEALTH CONNECTICUT INC,SHARON,CT
070005,WATERBURY HOSPITAL,WATERBURY,CT
070005,PROSPECT WATERBURY INC,LOS ANGELES,CA
070006,STAMFORD HOSPITAL (AKA STAMFORD HEALTH),STAMFORD,CT
070006,STAMFORD HOSPITAL,STAMFORD,CT
070007,LAWRENCE & MEMORIAL HOSPITAL,NEW LONDON,CT
070007,"LAWRENCE AND MEMORIAL HOSPITAL, INC.",NEW LONDON,CT
070008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT
070008,"JOHNSON MEMORIAL HOSPITAL, INC.",STAFFORD SPRINGS,CT
070010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT
070010,BRIDGEPORT HOSPITAL,NEW HAVEN,CT
070011,CHARLOTTE HUNGERFORD HOSPITAL,TORRINGTON,CT
070012,PROSPECT ROCKVILLE HOSPITAL INC,LOS ANGELES,CA
070015,NEW MILFORD HOSPITAL,NEW MILFORD,CT
070016,SAINT MARYS HOSPITAL,WATERBURY,CT
070016,"SAINT MARY'S HOSPITAL, INC.",WATERBURY,CT
070017,MIDSTATE MEDICAL CENTER,MERIDEN,CT
070018,GREENWICH HOSPITAL,GREENWICH,CT
070020,MIDDLESEX HOSPITAL (AKA MIDDLESEX HEALTH SYSTEM),MIDDLETOWN,CT
070020,MIDDLESEX HOSPITAL,MIDDLETOWN,CT
070021,WINDHAM HOSPITAL (FKA WINDHAM COMMUNITY MEMORIAL HOSPITAL),WILLIMANTIC,CT
070021,WINDHAM COMMUNITY MEMORIAL HOSPITAL,WETHERSFIELD,CT
070022,YALE NEW HAVEN HOSPITAL,NEW HAVEN,CT
070024,WILLIAM W BACKUS HOSPITAL,NORWICH,CT
070025,HARTFORD HOSPITAL,HARTFORD,CT
070025,HARTFORD HOSPITAL,NEWINGTON,CT
070027,MANCHESTER MEMORIAL HOSPITAL,MANCHESTER,CT
070027,PROSPECT MANCHESTER HOSPITAL INC,LOS ANGELES,CA
070028,ST VINCENTS MEDICAL CENTER,BRIDGEPORT,CT
070028,SVMC HOLDINGS INC.,BRIDGEPORT,CT
070029,BRISTOL HOSPITAL,BRISTOL,CT
070029,BRISTOL HOSPITAL INCORPORATED,BRISTOL,CT
070031,GRIFFIN HOSPITAL,DERBY,CT
070031,THE GRIFFIN HOSPITAL,DERBY,CT
070033,DANBURY HOSPITAL,DANBURY,CT
070033,DANBURY HOSPITAL,BETHEL,CT
070034,NORWALK HOSPITAL,NORWALK,CT
070034,NORWALK HOSPITAL ASSOCIATION,NORWALK,CT
070035,THE HOSPITAL OF CENTRAL CONNECTICUT - NEW BRITAIN GENERAL CAMPUS,NEW BRITAIN,CT
070035,THE HOSPITAL OF CENTRAL CONNECTICUT AT NEW BRITAIN GENERAL AND BRADLEY,NEW BRITAIN,CT
070036,STATE OF CONNECTICUT,MIDDLETOWN,CT
073300,UCONN JOHN DEMPSEY HOSPITAL (AKA UCONN HEALTH CENTER),FARMINGTON,CT
080001,CHRISTIANA HOSPITAL,NEWARK,DE
080001,CHRISTIANA CARE HEALTH SERVICES INC,NEWARK,DE
080003,ST FRANCIS HOSPITAL INC,WILMINGTON,DE
080004,BAYHEALTH HOSPITAL - KENT CAMPUS,DOVER,DE
080004,BAYHEALTH MEDICAL CENTER INC,DOVER,DE
080006,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE
080007,BEEBE HEALTHCARE - MARGARET H ROLLINS LEWES CAMPUS (FKA BEEBE MEDICAL CENTER),LEWES,DE
080007,BEEBE MEDICAL CENTER INC,LEWES,DE
080009,BAYHEALTH HOSPITAL - SUSSEX CAMPUS,MILFORD,DE
090001,GEORGE WASHINGTON UNIVERSITY HOSPITAL,WASHINGTON,DC
090001,DISTRICT HOSPITAL PARTNERS L P,WASHINGTON,DC
090003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC
090003,HOWARD UNIVERSITY HOSPITAL,BOSTON,MA
090004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC
090004,"MEDSTAR GEORGETOWN MEDICAL CENTER, INC",ARLINGTON,VA
090005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC
090005,LUCY WEBB HAYES NATIONAL TRAINING SCHOOL FOR DEACONESSES & MISSIONARIE,WASHINGTON,DC
090008,UNITED MEDICAL CENTER,WASHINGTON,DC
090008,NOT-FOR-PROFIT HOSPITAL CORPORATION,WASHINGTON,DC
090011,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC
090011,WASHINGTON HOSPITAL CENTER CORPORATION,BALTIMORE,MD
100001,SHANDS JACKSONVILLE MEDICAL CENTER INC,JACKSONVILLE,FL
100002,BETHESDA HOSPITAL EAST (FKA BETHESDA MEMORIAL HOSPITAL),BOYNTON BEACH,FL
100002,BETHESDA HOSPITAL INC.,BOYNTON BEACH,FL
100006,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,ORLANDO,FL
100006,"ORLANDO HEALTH, INC.",ORLANDO,FL
100007,ADVENTHEALTH ALTAMONTE SPRINGS (FKA FLORIDA HOSPITAL ALTAMONTE),ALTAMONTE SPRINGS,FL
100007,ADVENTHEALTH ORLANDO (FKA FLORIDA HOSPITAL ORLANDO),ORLANDO,FL
100008,BAPTIST HOSPITAL,MIAMI,FL
100008,BAPTIST HOSPITAL OF MIAMI INC,ATLANTA,GA
100009,UNIVERSITY OF MIAMI HEALTH SYSTEM (AKA UHEALTH),MIAMI,FL
100012,HEALTHPARK MEDICAL CENTER,FORT MYERS,FL
100012,LEE MEMORIAL HEALTH SYSTEM,FORT MYERS,FL
100014,SOUTHEAST VOLUSIA HEALTHCARE CORPORATION,BELFAST,ME
100017,HALIFAX HOSPITAL MEDICAL CENTER,DAYTONA BEACH,FL
100018,NCH BAKER HOSPITAL DOWNTOWN (FKA NCH DOWNTOWN NAPLES HOSPITAL CAMPUS),NAPLES,FL
100018,NAPLES COMMUNITY HOSPITAL INC,NAPLES,FL
100019,"HOLMES REGIONAL MEDICAL CENTER, INC",Rockledge,FL
100022,JACKSON MEMORIAL HOSPITAL,MIAMI,FL
100022,PUBLIC HEALTH TRUST OF MIAMI DADE COUNTY FLORIDA,MIAMI,FL
100023,CITRUS MEMORIAL HOSPITAL INC,INVERNESS,FL
100025,SACRED HEART HOSPITAL OF PENSACOLA,PENSACOLA,FL
100026,BAY COUNTY HEALTH SYSTEM LLC,BIRMINGHAM,AL
100028,NORTH BREVARD COUNTY HOSPITAL DISTRICT,TITUSVILLE,FL
100029,"NORTH SHORE MEDICAL CENTER, INC.",DALLAS,TX
100030,"ORLANDO HEALTH CENTRAL, INC.",OCOEE,FL
100032,BAYFRONT HMA MEDICAL CENTER LLC,FRANKLIN,TN
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",MIAMI BEACH,FL
100035,MANATEE MEMORIAL HOSPITAL LP,ATLANTA,GA
100038,MEMORIAL REGIONAL HOSPITAL,HOLLYWOOD,FL
100038,SOUTH BROWARD HOSPITAL DISTRICT,PEMBROKE PINES,FL
100039,BROWARD HEALTH MEDICAL CENTER (FKA BROWARD GENERAL MEDICAL CENTER),FORT LAUDERDALE,FL
100039,NORTH BROWARD HOSPITAL DISTRICT,FORT LAUDERDALE,FL
100040,ST VINCENTS MEDICAL CENTER INC,JACKSONVILLE,FL
100043,TRUSTEES OF MEASE HOSPITAL INC,DUNEDIN,FL
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL (FKA MARTIN MEDICAL CENTER),STUART,FL
100044,MARTIN MEMORIAL MEDICAL CENTER INC,STUART,FL
100045,MEMORIAL HOSPITAL-WEST VOLUSIA INC,BELFAST,ME
100046,FLORIDA HOSPITAL ZEPHYRHILLS INC,ZEPHYRHILLS,FL
100047,PUNTA GORDA HMA LLC,PUNTA GORDA,FL
100049,SEBRING HEALTH SERVICES LLC,SEBRING,FL
100050,LARKIN COMMUNITY HOSPITAL - PALM SPRINGS CAMPUS (FKA PALM SPRINGS GENERAL HOSPITAL),HIALEAH,FL
100050,"LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS, LLC",HIALEAH,FL
100051,SOUTH LAKE HOSPITAL INC,CLERMONT,FL
100052,WINTER HAVEN HOSPITAL INC,CLEARWATER,FL
100053,HIALEAH HOSPITAL,HIALEAH,FL
100053,HIALEAH HOSPITAL INC,DALLAS,TX
100054,OKALOOSA HOSPITAL INC,NICEVILLE,FL
100057,FLORIDA HOSPITAL WATERMAN INC,TAVARES,FL
100060,MOUNT SINAI MEDICAL CENTER (FL),MIAMI BEACH,FL
100062,FLORIDA HOSPITAL OCALA INC,ORLANDO,FL
100063,MORTON PLANT HOSPITAL ASSOCIATION INC,BELLEAIR,FL
100067,"ST. ANTHONYS HOSPITAL, INC.",SAINT PETERSBURG,FL
100068,MEMORIAL HEALTH SYSTEMS INC,BELFAST,ME
100070,"VENICE HMA, LLC",VENICE,FL
100071,HERNANDO HMA LLC,FRANKLIN,TN
100072,SOUTHWEST VOLUSIA HEALTHCARE CORPORATION,BELFAST,ME
100073,HOLY CROSS HOSPITAL (FL),FORT LAUDERDALE,FL
100073,HOLY CROSS HOSPITAL INC,OAKLAND PARK,FL
100075,ST JOSEPHS HOSPITAL,TAMPA,FL
100077,PORT CHARLOTTE HMA LLC,PORT CHARLOTTE,FL
100080,JFK MEDICAL CENTER LIMITED PARTNERSHIP,ATLANTIS,FL
100081,HEALTHMARK OF WALTON INC.,DEFUNIAK SPRINGS,FL
100084,LEESBURG REGIONAL MEDICAL CENTER INC,LEESBURG,FL
100086,NORTH BROWARD HOSPITAL DISTRICT,FORT LAUDERDALE,FL
100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL
100088,SOUTHERN BAPTIST HOSPITAL OF FLORIDA INC,JACKSONVILLE,FL
100090,FLAGLER HOSPITAL INC,ST AUGUSTINE,FL
100092,STEWARD ROCKLEDGE HOSPITAL INC,ROCKLEDGE,FL
100093,BAPTIST HOSPITAL INC.,PENSACOLA,FL
100099,ADVENTHEALTH POLK SOUTH INC,ORLANDO,FL
100105,"INDIAN RIVER MEMORIAL HOSPITAL, INC.",VERO BEACH,FL
100107,PRIME HEALTHCARE SERVICES LEHIGH ACRES LLC,LEHIGH ACRES,FL
100113,"SHANDS TEACHING HOSPITAL & CLINICS, INC.",GAINESVILLE,FL
100114,JACKSON NORTH MEDICAL CENTER,MIAMI,FL
100117,"BAPTIST MEDICAL CENTER OF THE BEACHES, INC",JACKSONVILLE BEACH,FL
100118,MEMORIAL HOSPITAL FLAGLER INC,BELFAST,ME
100121,BARTOW REGIONAL MEDICAL CENTER INC,CLEARWATER,FL
100122,CRESTVIEW HOSPITAL CORPORATION,FRANKLIN,TN
100124,HMA SANTA ROSA MEDICAL CENTER LLC,MILTON,FL
100125,HOMESTEAD HOSPITAL,HOMESTEAD,FL
100126,"WEST FLORIDA - PPH, LLC",ST PETERSBURG,FL
100127,MORTON PLANT HOSPITAL ASSOCIATION INC,BELLEAIR,FL
100128,TAMPA GENERAL HOSPITAL,TAMPA,FL
100128,FLORIDA HEALTH SCIENCES CENTER INC,TAMPA,FL
100130,LAKESIDE MEDICAL CENTER,BELLE GLADE,FL
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,AVENTURA,FL
100131,MIAMI BEACH HEALTHCARE GROUP LTD,AVENTURA,FL
100132,SOUTH FLORIDA BAPTIST HOSPITAL INC,PLANT CITY,FL
100134,"BAKER COUNTY MEDICAL SERVICES, INC",MACCLENNY,FL
100135,TALLAHASSEE MEMORIAL HEALTHCARE INC,TALLAHASSEE,FL
100137,ADVENTHEALTH HEART OF FLORIDA (FKA HEART OF FLORIDA REGIONAL MEDICAL CENTER),DAVENPORT,FL
100140,BAPTIST MEDICAL CENTER OF NASSAU INC,FERNANDINA BEACH,FL
100142,JACKSON COUNTY HOSPITAL DISTRICT,MARIANNA,FL
100150,KEY WEST HMA LLC,KEY WEST,FL
100151,MAYO CLINIC FLORIDA,JACKSONVILLE,FL
100154,SOUTH MIAMI HOSPITAL,MIAMI,FL
100154,SOUTH MIAMI HOSPITAL INC,ATLANTA,GA
100156,LAKE CITY MEDICAL CENTER,LAKE CITY,FL
100156,NOTAMI HOSPITALS OF FLORIDA INC,LAKE CITY,FL
